complaint_id,date,time,district,category,priority,status,description,resolution_days,latitude,longitude,upvotes
SV-2023-00532,2023-07-16,21:53,South,Noise,High,In Progress,Loud music from commercial venue on Pine Avenue disturbing residents at night.,,37.715953,-122.4317,51
SV-2023-01995,2023-07-16,20:53,East,Noise,Medium,Closed,Night construction activity near Fire Station violating city noise ordinance.,2.3,37.735052,-122.402928,14
SV-2023-01530,2023-07-16,15:17,Harbor,Roads,Medium,Closed,Large pothole on Waterfront Road causing vehicle damage and safety risk.,2.8,37.758728,-122.425191,14
SV-2023-00876,2023-07-16,08:52,West,Garbage,High,Resolved,Garbage pile blocking pedestrian footpath on Elm Street.,4.8,37.752865,-122.478605,3
SV-2023-00545,2023-07-16,08:02,East,Safety,High,Resolved,Crumbling boundary wall near Community Center poses imminent collapse risk.,0.7,37.764455,-122.345966,3
SV-2023-01979,2023-07-16,19:32,Central,Roads,Medium,Resolved,Street flooding due to blocked drainage on Central Boulevard.,5.4,37.749127,-122.424598,3
SV-2023-01044,2023-07-17,18:28,Harbor,Roads,Critical,Resolved,Street flooding due to blocked drainage on City Square.,1.1,37.739313,-122.389104,0
SV-2023-01130,2023-07-17,16:01,East,Electricity,High,Resolved,Visible electrical sparks from exposed transformer near Oak Avenue.,4.2,37.759125,-122.384902,1
SV-2023-00539,2023-07-17,07:44,East,Parks,Low,Closed,Overgrown vegetation blocking the main pathway at Shopping Mall.,23.5,37.78745,-122.352311,2
SV-2023-00441,2023-07-18,11:28,North,Parks,Low,Closed,Broken playground equipment at City Hall — hazardous for children.,1.1,37.840086,-122.431687,2
SV-2023-00960,2023-07-18,19:27,Harbor,Safety,Critical,Closed,Crumbling boundary wall near Shopping Mall poses imminent collapse risk.,0.3,37.728701,-122.395185,8
SV-2023-01278,2023-07-18,20:38,Harbor,Safety,High,Resolved,Dangerous intersection at Central Boulevard and University Campus with no traffic signal.,9.1,37.729147,-122.384278,26
SV-2023-01200,2023-07-20,11:31,East,Garbage,Low,Closed,Garbage pile blocking pedestrian footpath on Sunrise Road.,39.0,37.771436,-122.375466,4
SV-2023-00713,2023-07-20,07:05,East,Noise,Medium,Closed,Night construction activity near Shopping Mall violating city noise ordinance.,2.5,37.760946,-122.355257,1
SV-2023-00510,2023-07-20,09:51,Harbor,Water Supply,High,Open,Critically low water pressure throughout Harbor district.,,37.723308,-122.385709,1
SV-2023-00288,2023-07-21,14:07,South,Safety,High,Closed,Stray dogs attacking pedestrians near Bus Terminal.,1.6,37.734144,-122.412342,27
SV-2023-01756,2023-07-22,09:18,East,Parks,Low,Resolved,Broken playground equipment at Fire Station — hazardous for children.,7.8,37.739998,-122.386906,0
SV-2023-00840,2023-07-22,21:19,North,Electricity,Medium,Closed,Streetlight not working near SmartVille School creating a dark and unsafe area.,3.1,37.808188,-122.433192,16
SV-2023-00535,2023-07-23,12:56,North,Parks,Low,In Progress,Overgrown vegetation blocking the main pathway at City Hall.,,37.826868,-122.408541,0
SV-2023-01036,2023-07-23,14:45,Central,Roads,High,Resolved,Road surface severely deteriorated near Convention Centre; urgent repair needed.,1.1,37.791684,-122.431234,14
SV-2023-00367,2023-07-24,08:01,South,Parks,Low,In Progress,Broken playground equipment at Grand Library — hazardous for children.,,37.73251,-122.384962,2
SV-2023-00434,2023-07-25,10:39,West,Parks,Low,Resolved,Damaged and unsafe park benches near Industrial Road.,6.6,37.755291,-122.517694,2
SV-2023-01328,2023-07-25,21:11,South,Roads,Low,Closed,Damaged road markings near Fire Station creating a safety hazard.,2.7,37.72627,-122.436161,0
SV-2023-00570,2023-07-25,19:44,West,Roads,Medium,Closed,Large pothole on Pine Avenue causing vehicle damage and safety risk.,7.7,37.791491,-122.486064,10
SV-2023-01577,2023-07-26,19:38,South,Water Supply,Medium,Resolved,No water supply for 24 hours in Waterfront Road area.,5.1,37.737995,-122.436167,4
SV-2023-01833,2023-07-27,12:58,Harbor,Roads,Medium,Closed,Damaged road markings near Tech Park creating a safety hazard.,0.4,37.738861,-122.401875,5
SV-2023-01869,2023-07-27,08:13,West,Garbage,Medium,Resolved,Garbage pile blocking pedestrian footpath on Commerce Way.,15.7,37.772499,-122.507854,11
SV-2023-01279,2023-07-27,08:16,Harbor,Electricity,High,Resolved,Power outage on Harbor Drive for 6 hours with no update from utility.,7.4,37.732618,-122.384879,18
SV-2023-01589,2023-07-27,19:17,North,Garbage,Critical,Resolved,Garbage pile blocking pedestrian footpath on Maple Drive.,0.4,37.803642,-122.389679,112
SV-2023-00594,2023-07-27,07:39,Central,Roads,Medium,Closed,Bridge surface cracking on Maple Drive near Central area.,2.8,37.737,-122.420506,1
SV-2023-01709,2023-07-28,18:10,East,Safety,Critical,Resolved,Crumbling boundary wall near SmartVille School poses imminent collapse risk.,0.8,37.768075,-122.32504,30
SV-2023-00797,2023-07-28,20:18,North,Water Supply,High,Closed,Main water pipeline burst near Police Station; flooding the road.,4.1,37.830132,-122.435837,10
SV-2023-01235,2023-07-28,12:36,East,Safety,Critical,In Progress,Abandoned vehicle blocking emergency access lane on Civic Center Way.,,37.766306,-122.381117,30
SV-2023-00251,2023-07-28,12:20,East,Electricity,Critical,Closed,Power outage on Central Boulevard for 12 hours with no update from utility.,3.1,37.75897,-122.366979,92
SV-2023-01056,2023-07-28,16:40,Central,Safety,High,Resolved,Abandoned vehicle blocking emergency access lane on Elm Street.,6.4,37.755963,-122.400524,9
SV-2023-01641,2023-07-28,15:39,North,Water Supply,Low,Closed,Brown discoloured water from taps on Maple Drive.,13.5,37.819474,-122.406048,1
SV-2023-00094,2023-07-28,11:35,North,Garbage,Medium,Resolved,Garbage not collected for 5 days on Main Street.,3.1,37.841689,-122.44154,9
SV-2023-01749,2023-07-29,14:26,East,Parks,Low,Resolved,Overgrown vegetation blocking the main pathway at Central Market.,7.1,37.782103,-122.357,3
SV-2023-01632,2023-07-29,19:29,East,Water Supply,Medium,Closed,Brown discoloured water from taps on Waterfront Road.,18.1,37.766773,-122.36198,3
SV-2023-01596,2023-07-30,20:44,East,Safety,High,In Progress,Crumbling boundary wall near City Hall poses imminent collapse risk.,,37.7755,-122.382568,57
SV-2023-00898,2023-07-30,13:11,Central,Roads,Medium,In Progress,Large pothole on Industrial Road causing vehicle damage and safety risk.,,37.79636,-122.430109,5
SV-2023-01223,2023-07-30,13:11,West,Electricity,Low,Resolved,Exposed live wiring near Sports Complex posing a serious electrocution risk.,6.4,37.767249,-122.452852,0
SV-2023-01766,2023-07-30,09:51,Central,Parks,Medium,Resolved,Overgrown vegetation blocking the main pathway at Bus Terminal.,0.3,37.771697,-122.438655,7
SV-2023-00786,2023-07-31,16:13,Harbor,Garbage,High,Resolved,Overflowing bins near Grand Library attracting pests and rodents.,2.0,37.746009,-122.364235,6
SV-2023-00283,2023-07-31,15:30,South,Roads,Medium,Resolved,Street flooding due to blocked drainage on Oak Avenue.,0.3,37.723537,-122.407238,11
SV-2023-00299,2023-07-31,20:13,Central,Electricity,Medium,Resolved,Exposed live wiring near Sports Complex posing a serious electrocution risk.,0.6,37.758274,-122.42871,14
SV-2023-01003,2023-08-01,17:57,North,Safety,High,Resolved,Crumbling boundary wall near Grand Library poses imminent collapse risk.,1.1,37.809068,-122.42139,30
SV-2023-01603,2023-08-02,11:27,West,Noise,Medium,Resolved,Night construction activity near Shopping Mall violating city noise ordinance.,14.8,37.74378,-122.487589,1
SV-2023-01789,2023-08-02,19:52,East,Safety,High,Resolved,Dangerous intersection at Pine Avenue and Fire Station with no traffic signal.,3.0,37.773241,-122.364913,24
SV-2023-01298,2023-08-03,09:00,Central,Water Supply,Low,Closed,Visible pipe leakage causing water wastage near Central Market.,5.6,37.756294,-122.426742,2
SV-2023-01883,2023-08-03,08:33,South,Safety,Medium,Resolved,Dangerous intersection at City Square and Central Market with no traffic signal.,11.8,37.71691,-122.400227,6
SV-2023-01751,2023-08-03,08:21,Harbor,Electricity,Medium,Closed,Exposed live wiring near Fire Station posing a serious electrocution risk.,2.5,37.741853,-122.431653,5
SV-2023-00298,2023-08-03,19:47,East,Garbage,High,Resolved,Garbage pile blocking pedestrian footpath on Park Road.,4.6,37.801247,-122.356438,1
SV-2023-01353,2023-08-04,15:44,North,Noise,Low,In Progress,Excessive construction noise at Shopping Mall continues after permitted hours.,,37.815004,-122.396757,3
SV-2023-00450,2023-08-04,17:40,Central,Safety,Critical,Closed,Poor street lighting on Industrial Road creating safety concerns at night.,2.8,37.779245,-122.429589,25
SV-2023-01375,2023-08-05,16:19,North,Roads,Medium,Closed,Collapsed pavement on Sunrise Road blocking one lane of traffic.,13.5,37.838586,-122.39185,15
SV-2023-01759,2023-08-05,08:09,East,Noise,Low,Closed,Heavy industrial machinery noise from East factory during quiet hours.,21.9,37.767784,-122.349154,2
SV-2023-00458,2023-08-05,13:57,West,Electricity,Medium,Resolved,Exposed live wiring near University Campus posing a serious electrocution risk.,3.8,37.774447,-122.478428,5
SV-2023-00762,2023-08-07,17:52,West,Noise,Low,Resolved,Night construction activity near Community Center violating city noise ordinance.,11.2,37.786147,-122.457052,2
SV-2023-00841,2023-08-07,08:32,East,Electricity,Medium,Resolved,Power outage on Main Street for 6 hours with no update from utility.,5.7,37.798638,-122.363704,1
SV-2023-00309,2023-08-07,14:04,North,Water Supply,High,Resolved,No water supply for 3 hours in City Square area.,1.1,37.846578,-122.395158,23
SV-2023-01750,2023-08-08,10:23,North,Garbage,Low,Resolved,Garbage not collected for 24 days on Central Boulevard.,97.2,37.841258,-122.412741,0
SV-2023-01916,2023-08-08,18:42,East,Garbage,Low,Resolved,Garbage pile blocking pedestrian footpath on Sunrise Road.,3.0,37.787951,-122.338726,0
SV-2023-00186,2023-08-08,16:18,West,Noise,Low,In Progress,Excessive construction noise at Central Market continues after permitted hours.,,37.746781,-122.503311,2
SV-2023-01799,2023-08-09,16:38,East,Roads,Medium,Resolved,Street flooding due to blocked drainage on Pine Avenue.,15.0,37.774195,-122.372925,17
SV-2023-01454,2023-08-10,16:11,North,Garbage,Low,Closed,Garbage not collected for 6 days on City Square.,0.3,37.839738,-122.459443,1
SV-2023-00612,2023-08-10,15:19,North,Garbage,High,Closed,Garbage not collected for 2 days on Commerce Way.,6.0,37.839353,-122.444637,9
SV-2023-01753,2023-08-10,19:26,Harbor,Roads,Low,Resolved,Bridge surface cracking on Central Boulevard near Harbor area.,14.3,37.716224,-122.376115,0
SV-2023-00121,2023-08-11,14:28,Harbor,Safety,High,Closed,Stray dogs attacking pedestrians near SmartVille Station.,3.3,37.742068,-122.362077,34
SV-2023-01413,2023-08-11,19:22,North,Noise,Low,Closed,Excessive construction noise at Convention Centre continues after permitted hours.,8.5,37.804511,-122.434598,1
SV-2023-01551,2023-08-11,08:01,East,Water Supply,Medium,Resolved,Critically low water pressure throughout East district.,5.2,37.792546,-122.374022,15
SV-2023-00313,2023-08-11,08:57,North,Safety,Medium,Closed,Stray dogs attacking pedestrians near Sports Complex.,8.1,37.813476,-122.440154,24
SV-2023-01358,2023-08-11,13:57,East,Garbage,High,Resolved,Illegal dumping of construction waste spotted near SmartVille School.,14.5,37.795955,-122.369223,2
SV-2023-00660,2023-08-12,16:41,North,Noise,Medium,In Progress,Excessive construction noise at Community Center continues after permitted hours.,,37.810087,-122.438472,13
SV-2023-00501,2023-08-12,21:36,South,Parks,Medium,Closed,Overgrown vegetation blocking the main pathway at Tech Park.,4.9,37.716007,-122.41241,13
SV-2023-00909,2023-08-12,11:27,Harbor,Electricity,Medium,Closed,Visible electrical sparks from exposed transformer near Industrial Road.,1.7,37.76693,-122.398568,15
SV-2023-00900,2023-08-13,21:16,West,Garbage,High,Resolved,Overflowing bins near Central Market attracting pests and rodents.,0.7,37.772734,-122.457413,33
SV-2023-01159,2023-08-13,08:03,Harbor,Electricity,Medium,In Progress,Power outage on Central Boulevard for 12 hours with no update from utility.,,37.718253,-122.394528,8
SV-2023-01573,2023-08-13,19:14,Harbor,Safety,Medium,Resolved,Abandoned vehicle blocking emergency access lane on Maple Drive.,64.3,37.721901,-122.407572,1
SV-2023-00940,2023-08-14,21:06,Central,Safety,Critical,Closed,Dangerous intersection at Pine Avenue and SmartVille School with no traffic signal.,1.8,37.781135,-122.443693,57
SV-2023-00042,2023-08-16,10:52,Harbor,Garbage,Medium,Closed,Overflowing bins near City Hall attracting pests and rodents.,3.8,37.733579,-122.37999,7
SV-2023-01922,2023-08-16,18:45,Harbor,Roads,Medium,In Progress,Bridge surface cracking on Elm Street near Harbor area.,,37.75062,-122.344273,9
SV-2023-00473,2023-08-17,15:25,East,Safety,High,Closed,Crumbling boundary wall near SmartVille School poses imminent collapse risk.,3.1,37.775378,-122.373532,31
SV-2023-01185,2023-08-17,21:43,West,Water Supply,Medium,Resolved,No water supply for 5 hours in Maple Drive area.,9.0,37.749279,-122.531103,9
SV-2023-01612,2023-08-17,12:55,West,Safety,High,Closed,Dangerous intersection at Oak Avenue and Central Market with no traffic signal.,0.6,37.769341,-122.468126,6
SV-2023-01051,2023-08-18,07:34,South,Roads,High,Closed,Street flooding due to blocked drainage on Civic Center Way.,2.3,37.744065,-122.398714,28
SV-2023-00720,2023-08-18,07:50,North,Garbage,Medium,Resolved,Garbage pile blocking pedestrian footpath on Oak Avenue.,12.1,37.806261,-122.419317,3
SV-2023-01824,2023-08-18,07:00,West,Electricity,High,Resolved,Frequent power fluctuations in West district damaging appliances.,2.2,37.773508,-122.461046,10
SV-2023-01509,2023-08-18,19:40,North,Electricity,Low,Resolved,Frequent power fluctuations in North district damaging appliances.,17.5,37.831611,-122.420223,0
SV-2023-00882,2023-08-18,07:17,Harbor,Electricity,High,Open,Streetlight not working near SmartVille Hospital creating a dark and unsafe area.,,37.760764,-122.399335,7
SV-2023-01066,2023-08-18,08:18,East,Electricity,Medium,Resolved,Power outage on Civic Center Way for 4 hours with no update from utility.,0.6,37.752181,-122.36063,2
SV-2023-01622,2023-08-19,20:16,East,Safety,High,Closed,Abandoned vehicle blocking emergency access lane on Main Street.,3.6,37.798463,-122.36732,31
SV-2023-01359,2023-08-19,20:25,East,Noise,Low,Closed,Loud music from commercial venue on Civic Center Way disturbing residents at night.,0.3,37.771006,-122.365574,1
SV-2023-01150,2023-08-20,08:16,Central,Parks,Low,Resolved,Damaged and unsafe park benches near Waterfront Road.,22.6,37.768426,-122.41013,1
SV-2023-01969,2023-08-20,20:20,West,Noise,Medium,Closed,Night construction activity near Police Station violating city noise ordinance.,18.6,37.761007,-122.475557,7
SV-2023-01677,2023-08-20,20:01,East,Garbage,Medium,Resolved,Garbage pile blocking pedestrian footpath on City Square.,13.1,37.752879,-122.366153,5
SV-2023-01798,2023-08-20,10:25,East,Garbage,High,Resolved,Garbage pile blocking pedestrian footpath on Harbor Drive.,3.5,37.74942,-122.358425,0
SV-2023-01599,2023-08-20,17:41,East,Safety,Critical,Closed,Dangerous intersection at Civic Center Way and Grand Library with no traffic signal.,2.2,37.785807,-122.373866,9
SV-2023-01146,2023-08-20,09:05,North,Safety,High,Closed,Dangerous intersection at Civic Center Way and Fire Station with no traffic signal.,5.0,37.849066,-122.425797,7
SV-2023-01029,2023-08-20,14:25,East,Garbage,Medium,Resolved,Illegal dumping of construction waste spotted near Shopping Mall.,7.8,37.777826,-122.351442,14
SV-2023-00883,2023-08-20,18:27,Harbor,Water Supply,Medium,Resolved,No water supply for 3 hours in Waterfront Road area.,2.1,37.738771,-122.405325,4
SV-2023-01572,2023-08-21,10:03,West,Electricity,Low,Resolved,Streetlight not working near City Hall creating a dark and unsafe area.,6.5,37.792058,-122.483301,1
SV-2023-01165,2023-08-22,15:32,North,Water Supply,High,In Progress,Brown discoloured water from taps on Commerce Way.,,37.856275,-122.396768,3
SV-2023-01748,2023-08-22,13:35,North,Roads,Low,Closed,Road surface severely deteriorated near Convention Centre; urgent repair needed.,2.5,37.831594,-122.418524,1
SV-2023-01653,2023-08-23,13:19,North,Roads,Medium,In Progress,Large pothole on Green Lane causing vehicle damage and safety risk.,,37.82737,-122.42498,0
SV-2023-01274,2023-08-23,11:51,North,Garbage,Medium,Resolved,Overflowing bins near City Hall attracting pests and rodents.,19.8,37.85507,-122.401548,5
